"","Protein","Gene","Description","Fold_Change","p_Value"
"4658","U520_MOUSE|Q6P4T2","Snrnp200","U5 small nuclear ribonucleoprotein 200 kDa helicase",-1.62,0.00484
"4659","U5LK24_MOUSE|U5LK24","Camsap3","Marshalin-Sc transcript variant 1",-8.51,0.00246
"4660","U5S1_MOUSE|O08810","Eftud2","116 kDa U5 small nuclear ribonucleoprotein component",-1.44,0.00294
"4661","UAP1_MOUSE|Q91YN5","Uap1","UDP-N-acetylhexosamine pyrophosphorylase",-1.01,0.905
"4662","UAP1L_MOUSE|Q3TW96","Uap1l1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1",-1.42,0.00417
"4663","UB2D1_MOUSE|P61080","Ube2d1","Ubiquitin-conjugating enzyme E2 D1",-1.37,0.0345
"4664","UB2L3_MOUSE|P68037","Ube2l3","Ubiquitin-conjugating enzyme E2 L3",-1.2,0.00466
"4665","UB2V1_MOUSE|Q9CZY3","Ube2v1","Ubiquitin-conjugating enzyme E2 variant 1",-1.41,0.00177
"4666","UB2V2_MOUSE|Q9D2M8","Ube2v2","Ubiquitin-conjugating enzyme E2 variant 2",-1.48,0.00204
"4667","UBA1_MOUSE|Q02053","Uba1","Ubiquitin-like modifier-activating enzyme 1",-1.85,0.00223
"4668","UBA1Y_MOUSE|P31254","Uba1y","Ubiquitin-like modifier-activating enzyme 1 Y",-1.83,0.00324
"4669","UBA3_MOUSE|Q8C878","Uba3","NEDD8-activating enzyme E1 catalytic subunit",-1.79,0.00197
"4670","UBA5_MOUSE|Q8VE47","Uba5","Ubiquitin-like modifier-activating enzyme 5",-2.4,0.0025
"4671","UBA6_MOUSE|Q8C7R4","Uba6","Ubiquitin-like modifier-activating enzyme 6",-1.91,0.00278
"4672","UBAC2_MOUSE|Q8R1K1","Ubac2","Ubiquitin-associated domain-containing protein 2",-1.92,0.000277
"4673","UBAP2_MOUSE|Q91VX2","Ubap2","Ubiquitin-associated protein 2",-30.1,0.000545
"4674","UBC12_MOUSE|P61082","Ube2m","NEDD8-conjugating enzyme Ubc12",-2.46,0.00151
"4675","UBCP1_MOUSE|Q8BGR9","Ublcp1","Ubiquitin-like domain-containing CTD phosphatase 1",-1.45,0.0124
"4676","UBE2B_MOUSE|P63147","Ube2b","Ubiquitin-conjugating enzyme E2 B",-1.81,0.0837
"4677","UBE2K_MOUSE|P61087","Ube2k","Ubiquitin-conjugating enzyme E2 K",-1.37,0.0368
"4678","UBE2N_MOUSE|P61089","Ube2n","Ubiquitin-conjugating enzyme E2 N",-1.59,0.0486
"4679","UBE2O_MOUSE|Q6ZPJ3","Ube2o","E2/E3 hybrid ubiquitin-protein ligase UBE2O",-2.85,0.00247
"4680","UBE2Z_MOUSE|Q3UE37","Ube2z","Ubiquitin-conjugating enzyme E2 Z",-1.39,0.0146
"4681","UBE3A_MOUSE|O08759","Ube3a","Ubiquitin-protein ligase E3A",-1.9,0.00188
"4682","UBE4A_MOUSE|E9Q735","Ube4a","Ubiquitin conjugation factor E4 A",-1.96,0.00234
"4683","UBE4B_MOUSE|Q9ES00","Ube4b","Ubiquitin conjugation factor E4 B",-1.64,0.000102
"4684","UBF1_MOUSE|P25976","Ubtf","Nucleolar transcription factor 1",-1.66,0.00402
"4685","UBFD1_MOUSE|Q78JW9","Ubfd1","Ubiquitin domain-containing protein UBFD1",-5.05,0.00124
"4686","UBIP1_MOUSE|Q811S7","Ubp1","Upstream-binding protein 1",-6.66,0.00105
"4687","UBL4A_MOUSE|P21126","Ubl4a","Ubiquitin-like protein 4A",-2.39,0.00281
"4688","UBP10_MOUSE|P52479","Usp10","Ubiquitin carboxyl-terminal hydrolase 10",-2.48,0.00205
"4689","UBP11_MOUSE|Q99K46","Usp11","Ubiquitin carboxyl-terminal hydrolase 11",-2.39,0.00689
"4690","UBP13_MOUSE|Q5BKP2","Usp13","Ubiquitin carboxyl-terminal hydrolase 13",-1.92,0.00571
"4691","UBP14_MOUSE|Q9JMA1","Usp14","Ubiquitin carboxyl-terminal hydrolase 14",-1.48,0.00895
"4692","UBP15_MOUSE|Q8R5H1","Usp15","Ubiquitin carboxyl-terminal hydrolase 15",-2.68,0.00303
"4693","UBP19_MOUSE|Q3UJD6","Usp19","Ubiquitin carboxyl-terminal hydrolase 19",-1.83,0.00263
"4694","UBP24_MOUSE|B1AY13","Usp24","Ubiquitin carboxyl-terminal hydrolase 24",-1.73,0.00171
"4695","UBP2L_MOUSE|Q80X50","Ubap2l","Ubiquitin-associated protein 2-like",-24.1,0.000665
"4696","UBP30_MOUSE|Q3UN04","Usp30","Ubiquitin carboxyl-terminal hydrolase 30",-1.99,0.000889
"4697","UBP4_MOUSE|P35123","Usp4","Ubiquitin carboxyl-terminal hydrolase 4",-2,0.00168
"4698","UBP46_MOUSE|P62069","Usp46","Ubiquitin carboxyl-terminal hydrolase 46",-1.75,0.00389
"4699","UBP47_MOUSE|Q8BY87","Usp47","Ubiquitin carboxyl-terminal hydrolase 47",-2.52,0.00151
"4700","UBP5_MOUSE|P56399","Usp5","Ubiquitin carboxyl-terminal hydrolase 5",-2.01,0.00149
"4701","UBP7_MOUSE|Q6A4J8","Usp7","Ubiquitin carboxyl-terminal hydrolase 7",-1.6,0.01
"4702","UBP8_MOUSE|Q80U87","Usp8","Ubiquitin carboxyl-terminal hydrolase 8",-2.5,0.000675
"4703","UBQL1_MOUSE|Q8R317","Ubqln1","Ubiquilin-1",-1.18,0.0582
"4704","UBR1_MOUSE|O70481","Ubr1","E3 ubiquitin-protein ligase UBR1",-2.1,0.00201
"4705","UBR3_MOUSE|Q5U430","Ubr3","E3 ubiquitin-protein ligase UBR3",-1.85,0.00206
"4706","UBR4_MOUSE|A2AN08","Ubr4","E3 ubiquitin-protein ligase UBR4",-1.24,0.0559
"4707","UBS3B_MOUSE|Q8BGG7","Ubash3b","Ubiquitin-associated and SH3 domain-containing protein B",-2.57,0.00414
"4708","UBX2B_MOUSE|Q0KL01","Ubxn2b","UBX domain-containing protein 2B",-6.72,0.00136
"4709","UBXN1_MOUSE|Q922Y1","Ubxn1","UBX domain-containing protein 1",-1.43,0.00106
"4710","UBXN4_MOUSE|Q8VCH8","Ubxn4","UBX domain-containing protein 4",-3.09,0.0014
"4711","UBXN6_MOUSE|Q99PL6","Ubxn6","UBX domain-containing protein 6",-3.95,0.000745
"4712","UCHL1_MOUSE|Q9R0P9","Uchl1","Ubiquitin carboxyl-terminal hydrolase isozyme L1",-1.39,0.00229
"4713","UCHL3_MOUSE|Q9JKB1","Uchl3","Ubiquitin carboxyl-terminal hydrolase isozyme L3",-1.28,0.00843
"4714","UCHL5_MOUSE|Q9WUP7","Uchl5","Ubiquitin carboxyl-terminal hydrolase isozyme L5",-1.69,0.00408
"4715","UCKL1_MOUSE|Q91YL3","Uckl1","Uridine-cytidine kinase-like 1",-1.67,0.00747
"4716","UCRI_MOUSE|Q9CR68","Uqcrfs1","Cytochrome b-c1 complex subunit Rieske, mitochondrial",-1.3,0.177
"4717","UFC1_MOUSE|Q9CR09","Ufc1","Ubiquitin-fold modifier-conjugating enzyme 1",-1.57,0.00425
"4718","UFD1_MOUSE|P70362","Ufd1l","Ubiquitin fusion degradation protein 1 homolog",-1.5,0.00451
"4719","UFL1_MOUSE|Q8CCJ3","Ufl1","E3 UFM1-protein ligase 1",-1.61,0.00461
"4720","UGDH_MOUSE|O70475","Ugdh","UDP-glucose 6-dehydrogenase",1.13,0.071
"4721","UGGG1_MOUSE|Q6P5E4","Uggt1","UDP-glucose:glycoprotein glucosyltransferase 1",-1.5,0.00794
"4722","UGPA_MOUSE|Q91ZJ5","Ugp2","UTP--glucose-1-phosphate uridylyltransferase",-1.39,0.025
"4723","UH1BL_MOUSE|A2RSJ4","Uhrf1bp1l","UHRF1-binding protein 1-like",-6.35,0.00136
"4724","ULA1_MOUSE|Q8VBW6","Nae1","NEDD8-activating enzyme E1 regulatory subunit",-1.77,0.00509
"4725","ULK2_MOUSE|Q9QY01","Ulk2","Serine/threonine-protein kinase ULK2",-2.2,0.00247
"4726","UN13A_MOUSE|Q4KUS2","Unc13a","Protein unc-13 homolog A",-2.08,0.0017
"4727","UN13C_MOUSE|Q8K0T7","Unc13c","Protein unc-13 homolog C",-3.28,0.00112
"4728","UNC5A_MOUSE|Q8K1S4","Unc5a","Netrin receptor UNC5A",-1.97,0.000268
"4729","UNC5C_MOUSE|O08747","Unc5c","Netrin receptor UNC5C",-3.14,0.00188
"4730","UNC79_MOUSE|Q0KK59","Unc79","Protein unc-79 homolog",-4.92,0.000257
"4731","UNC80_MOUSE|Q8BLN6","Unc80","Protein unc-80 homolog",-2.93,0.00346
"4732","UNK_MOUSE|Q8BL48","Unk","RING finger protein unkempt homolog",-6.68,0.00204
"4733","UPP_MOUSE|B1AVZ0","Uprt","Uracil phosphoribosyltransferase homolog",-3.83,0.00161
"4734","UQCC1_MOUSE|Q9CWU6","Uqcc1","Ubiquinol-cytochrome-c reductase complex assembly factor 1",-1.67,0.0105
"4735","USO1_MOUSE|Q9Z1Z0","Uso1","General vesicular transport factor p115",-2.16,0.00185
"4736","USP9X_MOUSE|P70398","Usp9x","Probable ubiquitin carboxyl-terminal hydrolase FAF-X",-1.64,0.014
"4737","UT1_MOUSE|Q8VHL0","Slc14a1","Urea transporter 1",1.02,0.546
"4738","V6BQR3_MOUSE|V6BQR3","Epb4.1l3","60kDa 4.1B MEF cell isoform",-18.8,0.00986
"4739","V9GWW6_MOUSE|V9GWW6","Mlip","Muscular LMNA-interacting protein",-14.5,0.000573
"4740","V9GX23_MOUSE|V9GX23","Vps13d","Protein Vps13d",-1.76,0.00295
"4741","V9GX81_MOUSE|V9GX81","Mroh6","Protein Mroh6",1.11,0.154
"4742","V9GXM1_MOUSE|V9GXM1","Arfgap1","ADP-ribosylation factor GTPase-activating protein 1",-2.91,0.0039
"4743","VA0D1_MOUSE|P51863","Atp6v0d1","V-type proton ATPase subunit d 1",-1.43,0.0749
"4744","VAC14_MOUSE|Q80WQ2","Vac14","Protein VAC14 homolog",-1.94,0.00377
"4745","VAMP1_MOUSE|Q62442","Vamp1","Vesicle-associated membrane protein 1",-1.86,0.0128
"4746","VAMP2_MOUSE|P63044","Vamp2","Vesicle-associated membrane protein 2",-1.99,0.0158
"4747","VAMP3_MOUSE|P63024","Vamp3","Vesicle-associated membrane protein 3",-1.19,0.033
"4748","VAMP7_MOUSE|P70280","Vamp7","Vesicle-associated membrane protein 7",-1.52,0.0449
"4749","VAPA_MOUSE|Q9WV55","Vapa","Vesicle-associated membrane protein-associated protein A",-1.95,0.000637
"4750","VAPB_MOUSE|Q9QY76","Vapb","Vesicle-associated membrane protein-associated protein B",-4.1,0.000842
"4751","VAT1_MOUSE|Q62465","Vat1","Synaptic vesicle membrane protein VAT-1 homolog",-1.72,0.0037
"4752","VAT1L_MOUSE|Q80TB8","Vat1l","Synaptic vesicle membrane protein VAT-1 homolog-like",-1.71,0.0167
"4753","VATA_MOUSE|P50516","Atp6v1a","V-type proton ATPase catalytic subunit A",-2.1,0.00142
"4754","VATB2_MOUSE|P62814","Atp6v1b2","V-type proton ATPase subunit B, brain isoform",-1.86,0.00318
"4755","VATC1_MOUSE|Q9Z1G3","Atp6v1c1","V-type proton ATPase subunit C 1",-1.72,0.00487
"4756","VATD_MOUSE|P57746","Atp6v1d","V-type proton ATPase subunit D",-1.78,0.00729
"4757","VATE1_MOUSE|P50518","Atp6v1e1","V-type proton ATPase subunit E 1",-1.96,0.000763
"4758","VATF_MOUSE|Q9D1K2","Atp6v1f","V-type proton ATPase subunit F",-3.06,0.000669
"4759","VATG2_MOUSE|Q9WTT4","Atp6v1g2","V-type proton ATPase subunit G 2",-1.76,4.48e-05
"4760","VATH_MOUSE|Q8BVE3","Atp6v1h","V-type proton ATPase subunit H",-1.68,0.0064
"4761","VATL_MOUSE|P63082","Atp6v0c","V-type proton ATPase 16 kDa proteolipid subunit",1.21,0.166
"4762","VCAM1_MOUSE|P29533","Vcam1","Vascular cell adhesion protein 1",-1.46,0.0135
"4763","VCIP1_MOUSE|Q8CDG3","Vcpip1","Deubiquitinating protein VCIP135",-8.95,0.00147
"4764","VDAC1_MOUSE|Q60932","Vdac1","Voltage-dependent anion-selective channel protein 1",-1.23,0.125
"4765","VDAC2_MOUSE|Q60930","Vdac2","Voltage-dependent anion-selective channel protein 2",-1.18,0.276
"4766","VDAC3_MOUSE|Q60931","Vdac3","Voltage-dependent anion-selective channel protein 3",-1.01,0.867
"4767","VEZA_MOUSE|Q3ZK22","Vezt","Vezatin",-2.11,0.000924
"4768","VGLU1_MOUSE|Q3TXX4","Slc17a7","Vesicular glutamate transporter 1",-1.62,0.028
"4769","VGLU2_MOUSE|Q8BLE7","Slc17a6","Vesicular glutamate transporter 2",-2.06,0.00303
"4770","VIAAT_MOUSE|O35633","Slc32a1","Vesicular inhibitory amino acid transporter",-2.74,0.00194
"4771","VIGLN_MOUSE|Q8VDJ3","Hdlbp","Vigilin",-7.02,0.00257
"4772","VIME_MOUSE|P20152","Vim","Vimentin",1.04,0.178
"4773","VINC_MOUSE|Q64727","Vcl","Vinculin",-1.16,0.0645
"4774","VIP1_MOUSE|A2ARP1","Ppip5k1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1",-3.36,0.0028
"4775","VIP2_MOUSE|Q6ZQB6","Ppip5k2","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2",-4.38,0.0017
"4776","VISL1_MOUSE|P62761","Vsnl1","Visinin-like protein 1",-2,0.00298
"4777","VKIND_MOUSE|Q0KK55","Kndc1","Protein very KIND",-10.1,0.00161
"4778","VMA5A_MOUSE|Q99KC8","Vwa5a","von Willebrand factor A domain-containing protein 5A",-1.82,0.0251
"4779","VNN1_MOUSE|Q9Z0K8","Vnn1","Pantetheinase",1.18,0.181
"4780","VP13A_MOUSE|Q5H8C4","Vps13a","Vacuolar protein sorting-associated protein 13A",-2.14,0.00201
"4781","VP13C_MOUSE|Q8BX70","Vps13c","Vacuolar protein sorting-associated protein 13C",-2.32,0.00391
"4782","VP26A_MOUSE|P40336","Vps26a","Vacuolar protein sorting-associated protein 26A",-1.15,0.425
"4783","VP26B_MOUSE|Q8C0E2","Vps26b","Vacuolar protein sorting-associated protein 26B",-1.44,0.0434
"4784","VP33A_MOUSE|Q9D2N9","Vps33a","Vacuolar protein sorting-associated protein 33A",-1.78,0.000295
"4785","VP33B_MOUSE|P59016","Vps33b","Vacuolar protein sorting-associated protein 33B",-2.63,0.00297
"4786","VP37A_MOUSE|Q8CHS8","Vps37a","Vacuolar protein sorting-associated protein 37A",-3.91,0.000164
"4787","VP37C_MOUSE|Q8R105","Vps37c","Vacuolar protein sorting-associated protein 37C",-3.67,0.00107
"4788","VP9D1_MOUSE|Q8C190","Vps9d1","VPS9 domain-containing protein 1",-4.5,0.000282
"4789","VPP1_MOUSE|Q9Z1G4","Atp6v0a1","V-type proton ATPase 116 kDa subunit a isoform 1",-1.67,0.0068
"4790","VPP1_MOUSE|Q9Z1G4-2","Atp6v0a1","V-type proton ATPase 116 kDa subunit a isoform 1 (isoform 2)",-1.62,0.0209
"4791","VPS11_MOUSE|Q91W86","Vps11","Vacuolar protein sorting-associated protein 11 homolog",-2,0.00658
"4792","VPS16_MOUSE|Q920Q4","Vps16","Vacuolar protein sorting-associated protein 16 homolog",-1.58,0.016
"4793","VPS18_MOUSE|Q8R307","Vps18","Vacuolar protein sorting-associated protein 18 homolog",-1.68,0.0107
"4794","VPS25_MOUSE|Q9CQ80","Vps25","Vacuolar protein-sorting-associated protein 25",-4.22,0.00568
"4795","VPS28_MOUSE|Q9D1C8","Vps28","Vacuolar protein sorting-associated protein 28 homolog",-1.59,0.00806
"4796","VPS29_MOUSE|Q9QZ88","Vps29","Vacuolar protein sorting-associated protein 29",-1.25,0.37
"4797","VPS35_MOUSE|Q9EQH3","Vps35","Vacuolar protein sorting-associated protein 35",-1.57,0.017
"4798","VPS36_MOUSE|Q91XD6","Vps36","Vacuolar protein-sorting-associated protein 36",-2.02,0.00219
"4799","VPS39_MOUSE|Q8R5L3","Vps39","Vam6/Vps39-like protein",-1.51,0.0656
"4800","VPS41_MOUSE|Q5KU39","Vps41","Vacuolar protein sorting-associated protein 41 homolog",-1.71,0.0169
"4801","VPS45_MOUSE|P97390","Vps45","Vacuolar protein sorting-associated protein 45",-1.77,0.00443
"4802","VPS4A_MOUSE|Q8VEJ9","Vps4a","Vacuolar protein sorting-associated protein 4A",-1.63,0.00246
"4803","VPS50_MOUSE|Q8CI71",NA,NA,-2.22,0.00546
"4804","VPS51_MOUSE|Q3UVL4","Vps51","Vacuolar protein sorting-associated protein 51 homolog",-13.3,0.00202
"4805","VPS52_MOUSE|Q8C754","Vps52","Vacuolar protein sorting-associated protein 52 homolog",-1.97,0.000982
"4806","VPS53_MOUSE|Q8CCB4","Vps53","Vacuolar protein sorting-associated protein 53 homolog",-1.78,0.00658
"4807","VPS8_MOUSE|Q0P5W1","Vps8","Vacuolar protein sorting-associated protein 8 homolog",-1.87,0.00568
"4808","VRK1_MOUSE|Q80X41","Vrk1","Serine/threonine-protein kinase VRK1",-1.31,0.0127
"4809","VTA1_MOUSE|Q9CR26","Vta1","Vacuolar protein sorting-associated protein VTA1 homolog",-1.52,0.024
"4810","VTI1A_MOUSE|O89116","Vti1a","Vesicle transport through interaction with t-SNAREs homolog 1A",-3.02,0.000443
"4811","VWA1_MOUSE|Q8R2Z5","Vwa1","von Willebrand factor A domain-containing protein 1",1.64,0.0201
"4812","VWA8_MOUSE|Q8CC88","Vwa8","von Willebrand factor A domain-containing protein 8",-1.54,0.0153
"4813","VWF_MOUSE|Q8CIZ8","Vwf","von Willebrand factor",1.56,0.0203
"4814","WASC2_MOUSE|Q6PGL7",NA,NA,-25.9,0.000278
"4815","WASC4_MOUSE|Q3UMB9",NA,NA,-1.69,0.00603
"4816","WASC5_MOUSE|Q8C2E7",NA,NA,-3.89,0.00129
"4817","WASF1_MOUSE|Q8R5H6","Wasf1","Wiskott-Aldrich syndrome protein family member 1",-2.58,0.000469
"4818","WASF3_MOUSE|Q8VHI6","Wasf3","Wiskott-Aldrich syndrome protein family member 3",-2.98,0.000703
"4819","WASH1_MOUSE|Q8VDD8","Wash1","WAS protein family homolog 1",-2.27,0.00616
"4820","WASL_MOUSE|Q91YD9","Wasl","Neural Wiskott-Aldrich syndrome protein",-8.4,0.00203
"4821","WBP11_MOUSE|Q923D5","Wbp11","WW domain-binding protein 11",-3.66,0.00293
"4822","WDFY3_MOUSE|Q6VNB8","Wdfy3","WD repeat and FYVE domain-containing protein 3",-1.48,0.00568
"4823","WDR1_MOUSE|O88342","Wdr1","WD repeat-containing protein 1",-1.37,0.0298
"4824","WDR11_MOUSE|Q8K1X1","Wdr11","WD repeat-containing protein 11",-1.82,0.00129
"4825","WDR13_MOUSE|Q91V09","Wdr13","WD repeat-containing protein 13",-1.39,0.0297
"4826","WDR20_MOUSE|Q9D5R2","Wdr20","WD repeat-containing protein 20",-2.21,0.00724
"4827","WDR24_MOUSE|Q8CFJ9","Wdr24","WD repeat-containing protein 24",-2.52,0.00378
"4828","WDR26_MOUSE|Q8C6G8","Wdr26","WD repeat-containing protein 26",-1.55,0.0084
"4829","WDR33_MOUSE|Q8K4P0","Wdr33","pre-mRNA 3' end processing protein WDR33",-3.45,0.00267
"4830","WDR37_MOUSE|Q8CBE3","Wdr37","WD repeat-containing protein 37",-2.43,0.000636
"4831","WDR44_MOUSE|Q6NVE8","Wdr44","WD repeat-containing protein 44",-5.5,0.00335
"4832","WDR47_MOUSE|Q8CGF6","Wdr47","WD repeat-containing protein 47",-1.9,0.00174
"4833","WDR48_MOUSE|Q8BH57","Wdr48","WD repeat-containing protein 48",-1.62,0.00522
"4834","WDR5_MOUSE|P61965","Wdr5","WD repeat-containing protein 5",-1.29,0.0204
"4835","WDR54_MOUSE|Q9R0D8","Wdr54","WD repeat-containing protein 54",-1.51,0.0286
"4836","WDR7_MOUSE|Q920I9","Wdr7","WD repeat-containing protein 7",-1.9,0.00279
"4837","WDR81_MOUSE|Q5ND34","Wdr81","WD repeat-containing protein 81",-2.04,0.000633
"4838","WDR91_MOUSE|Q7TMQ7","Wdr91","WD repeat-containing protein 91",-3.77,0.002
"4839","WFS1_MOUSE|P56695","Wfs1","Wolframin",-1.85,0.00177
"4840","WIPF2_MOUSE|Q6PEV3","Wipf2","WAS/WASL-interacting protein family member 2",-20.9,0.00154
"4841","WIPF3_MOUSE|P0C7L0","Wipf3","WAS/WASL-interacting protein family member 3",-5.93,0.00143
"4842","WIPI2_MOUSE|Q80W47","Wipi2","WD repeat domain phosphoinositide-interacting protein 2",-2.36,0.00201
"4843","WIPI3_MOUSE|Q9CR39","Wdr45b","WD repeat domain phosphoinositide-interacting protein 3",-1.23,0.33
"4844","WIPI4_MOUSE|Q91VM3","Wdr45","WD repeat domain phosphoinositide-interacting protein 4",-5.45,0.00214
"4845","WNK1_MOUSE|P83741","Wnk1","Serine/threonine-protein kinase WNK1",-3.5,0.00302
"4846","WNK2_MOUSE|Q3UH66","Wnk2","Serine/threonine-protein kinase WNK2",-4.89,0.00101
"4847","WNK3_MOUSE|Q80XP9","Wnk3","Serine/threonine-protein kinase WNK3",-13.7,0.00292
"4848","WRIP1_MOUSE|Q91XU0","Wrnip1","ATPase WRNIP1",-3.45,0.00066
"4849","WWC2_MOUSE|Q6NXJ0","Wwc2","Protein WWC2",-7,0.000992
"4850","WWOX_MOUSE|Q91WL8","Wwox","WW domain-containing oxidoreductase",-2.75,0.00117
"4851","WWP1_MOUSE|Q8BZZ3","Wwp1","NEDD4-like E3 ubiquitin-protein ligase WWP1",-2.14,0.00662
"4852","WWP2_MOUSE|Q9DBH0","Wwp2","NEDD4-like E3 ubiquitin-protein ligase WWP2",-1.63,0.00261
"4853","XCT_MOUSE|Q9WTR6","Slc7a11","Cystine/glutamate transporter",-1.61,0.0342
"4854","XKR4_MOUSE|Q5GH67","Xkr4","XK-related protein 4",-1.87,0.000705
"4855","XKR6_MOUSE|E9Q6C8","Xkr6","XK-related protein 6",-2.23,0.0011
"4856","XPO1_MOUSE|Q6P5F9","Xpo1","Exportin-1",-1.21,0.0381
"4857","XPO2_MOUSE|Q9ERK4","Cse1l","Exportin-2",-1.38,0.00675
"4858","XPO5_MOUSE|Q924C1","Xpo5","Exportin-5",-1.65,0.0572
"4859","XPO7_MOUSE|Q9EPK7","Xpo7","Exportin-7",-2.01,0.00108
"4860","XPP1_MOUSE|Q6P1B1","Xpnpep1","Xaa-Pro aminopeptidase 1",-1.6,0.00322
"4861","XPP3_MOUSE|B7ZMP1","Xpnpep3","Probable Xaa-Pro aminopeptidase 3",-1.53,0.00983
"4862","XPR1_MOUSE|Q9Z0U0","Xpr1","Xenotropic and polytropic retrovirus receptor 1",-1.79,0.00388
"4863","XRCC6_MOUSE|P23475","Xrcc6","X-ray repair cross-complementing protein 6",1.01,0.748
"4864","XRN1_MOUSE|P97789","Xrn1","5'-3' exoribonuclease 1",-5.04,0.00154
"4865","XRN2_MOUSE|Q9DBR1","Xrn2","5'-3' exoribonuclease 2",-1.33,0.019
"4866","YBOX1_MOUSE|P62960","Ybx1","Nuclease-sensitive element-binding protein 1",1.23,4.27e-05
"4867","YES_MOUSE|Q04736","Yes1","Tyrosine-protein kinase Yes",-1.79,0.00395
"4868","YIPF5_MOUSE|Q9EQQ2","Yipf5","Protein YIPF5",-1.54,0.0079
"4869","YJ005_MOUSE|Q6PIU9","","Uncharacterized protein FLJ45252 homolog",-4.07,0.0025
"4870","YKT6_MOUSE|Q9CQW1","Ykt6","Synaptobrevin homolog YKT6",-1.56,0.0119
"4871","YLPM1_MOUSE|Q9R0I7","Ylpm1","YLP motif-containing protein 1",-9.99,0.000837
"4872","YMEL1_MOUSE|O88967","Yme1l1","ATP-dependent zinc metalloprotease YME1L1",-1.68,0.00135
"4873","YTDC1_MOUSE|E9Q5K9","Ythdc1","YTH domain-containing protein 1",-3.47,0.000444
"4874","YTDC2_MOUSE|B2RR83","Ythdc2","Probable ATP-dependent RNA helicase YTHDC2",-1.84,0.00129
"4875","YTHD1_MOUSE|P59326","Ythdf1","YTH domain-containing family protein 1",-2.87,0.0044
"4876","YTHD2_MOUSE|Q91YT7","Ythdf2","YTH domain-containing family protein 2",-2.02,0.00263
"4877","YTHD3_MOUSE|Q8BYK6","Ythdf3","YTH domain-containing family protein 3",-1.93,0.00322
"4878","ZBT20_MOUSE|Q8K0L9","Zbtb20","Zinc finger and BTB domain-containing protein 20",-2.13,5.27e-05
"4879","ZC11A_MOUSE|Q6NZF1","Zc3h11a","Zinc finger CCCH domain-containing protein 11A",-4.31,0.000464
"4880","ZC21A_MOUSE|Q8BJH1","Zc2hc1a","Zinc finger C2HC domain-containing protein 1A",-10.4,0.000646
"4881","ZC3H4_MOUSE|Q6ZPZ3","Zc3h4","Zinc finger CCCH domain-containing protein 4",-4.4,0.0028
"4882","ZC3HE_MOUSE|Q8BJ05","Zc3h14","Zinc finger CCCH domain-containing protein 14",-7.48,0.000621
"4883","ZC3HF_MOUSE|Q3TIV5","Zc3h15","Zinc finger CCCH domain-containing protein 15",-1.63,0.000332
"4884","ZCH18_MOUSE|Q0P678","Zc3h18","Zinc finger CCCH domain-containing protein 18",-10.4,0.0026
"4885","ZDBF2_MOUSE|Q5SS00","Zdbf2","DBF4-type zinc finger-containing protein 2 homolog",-12.7,0.00117
"4886","ZDH20_MOUSE|Q5Y5T1","Zdhhc20","Probable palmitoyltransferase ZDHHC20",-1.59,0.0101
"4887","ZDHC5_MOUSE|Q8VDZ4","Zdhhc5","Palmitoyltransferase ZDHHC5",-4.41,0.000541
"4888","ZFAN1_MOUSE|Q8BFR6","Zfand1","AN1-type zinc finger protein 1",-2.26,0.00324
"4889","ZFR_MOUSE|O88532","Zfr","Zinc finger RNA-binding protein",-3.2,0.00229
"4890","ZFY16_MOUSE|Q80U44","Zfyve16","Zinc finger FYVE domain-containing protein 16",-10.4,0.0025
"4891","ZFY27_MOUSE|Q3TXX3","Zfyve27","Protrudin",-2.27,2.54e-05
"4892","ZFYV1_MOUSE|Q810J8","Zfyve1","Zinc finger FYVE domain-containing protein 1",-2.58,0.00168
"4893","ZMIZ1_MOUSE|Q6P1E1","Zmiz1","Zinc finger MIZ domain-containing protein 1",-2.3,0.000993
"4894","ZMYM2_MOUSE|Q9CU65","Zmym2","Zinc finger MYM-type protein 2",-3.05,0.00499
"4895","ZMYM3_MOUSE|Q9JLM4","Zmym3","Zinc finger MYM-type protein 3",-3.06,0.000899
"4896","ZMYM4_MOUSE|A2A791","Zmym4","Zinc finger MYM-type protein 4",-2.81,0.00481
"4897","ZN148_MOUSE|Q61624","Znf148","Zinc finger protein 148",-6.45,3.34e-05
"4898","ZN207_MOUSE|Q9JMD0","Znf207","BUB3-interacting and GLEBS motif-containing protein ZNF207",-1.52,0.0108
"4899","ZN318_MOUSE|Q99PP2","Znf318","Zinc finger protein 318",-11.1,0.000521
"4900","ZN326_MOUSE|O88291","Znf326","DBIRD complex subunit ZNF326",-3.2,0.00112
"4901","ZN330_MOUSE|Q922H9","Znf330","Zinc finger protein 330",-10.6,0.000186
"4902","ZN365_MOUSE|Q8BG89","Znf365","Protein ZNF365",-8.28,0.00535
"4903","ZN512_MOUSE|Q69Z99","Znf512","Zinc finger protein 512",-4.39,0.000355
"4904","ZN598_MOUSE|Q80YR4","Znf598","Zinc finger protein 598",-5.23,0.00335
"4905","ZN638_MOUSE|Q61464","Znf638","Zinc finger protein 638",-15.5,0.00207
"4906","ZN638_MOUSE|Q61464-4","Znf638","Zinc finger protein 638 (isoform 4)",-19.1,0.0018
